,event_date,event_name,distance,number_of_finishers,athlete_id,athlete_gender,athlete_age,athlete_performance,athlete_average_speed
1165,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,54530,M,40,0 days 15:32:41,6.433
1166,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,64935,M,44,0 days 15:34:07,6.423
1167,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,80396,M,25,0 days 15:34:26,6.421
1168,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,178589,M,40,0 days 15:35:58,6.41
1169,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,51446,M,55,0 days 15:40:23,6.38
1170,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,16798,M,45,0 days 15:41:05,6.376
1171,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,847031,M,60,0 days 15:43:13,6.361
1172,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,16817,M,41,0 days 15:43:51,6.357
1173,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23389,M,50,0 days 15:44:38,6.352
1174,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,48472,M,47,0 days 15:44:41,6.351
1175,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,511354,M,25,0 days 15:45:12,6.348
1176,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68249,M,39,0 days 15:45:18,6.347
1177,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,857047,M,55,0 days 15:47:30,6.332
1178,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,655067,M,35,0 days 15:47:53,6.33
1179,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,670572,M,47,0 days 15:47:55,6.33
1180,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868959,M,48,0 days 15:48:02,6.329
1181,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35546,M,51,0 days 15:52:43,6.298
1182,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35519,M,36,0 days 15:55:23,6.28
1183,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,757058,M,51,0 days 15:57:41,6.265
1184,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,748807,F,48,0 days 16:02:07,6.236
1185,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,507757,M,45,0 days 16:03:43,6.226
1186,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,845356,M,31,0 days 16:04:42,6.22
1187,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,306215,M,59,0 days 16:05:41,6.213
1188,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,306216,F,56,0 days 16:05:42,6.213
1189,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,711809,M,36,0 days 16:08:23,6.196
1190,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,1368,M,39,0 days 16:08:23,6.196
1191,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,222631,M,43,0 days 16:11:56,6.173
1192,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,202010,M,49,0 days 16:11:58,6.173
1193,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,55224,M,34,0 days 16:12:00,6.173
1194,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868960,M,38,0 days 16:15:05,6.153
1195,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868961,M,37,0 days 16:15:56,6.148
1196,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,25592,M,44,0 days 16:17:23,6.139
1197,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,341084,M,54,0 days 16:21:27,6.113
1198,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,650366,M,40,0 days 16:24:06,6.097
1199,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,103521,M,56,0 days 16:30:14,6.059
1200,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868962,M,38,0 days 16:32:40,6.044
1201,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,403733,M,34,0 days 16:33:49,6.037
1202,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868963,M,38,0 days 16:35:53,6.025
1203,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,61478,M,41,0 days 16:37:27,6.015
1204,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,51489,M,39,0 days 16:38:09,6.011
1205,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868964,M,34,0 days 16:40:12,5.999
1206,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868965,M,33,0 days 16:40:13,5.999
1207,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,773505,M,38,0 days 16:42:17,5.986
1208,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,37248,M,55,0 days 16:43:14,5.981
1209,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,282142,F,48,0 days 16:43:22,5.98
1210,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,286816,F,34,0 days 16:44:34,5.973
1211,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,240641,F,36,0 days 16:44:34,5.973
1212,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,16792,M,46,0 days 16:47:47,5.954
1213,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,140955,M,54,0 days 16:49:15,5.945
1214,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,815811,M,37,0 days 16:51:22,5.933
1215,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,66405,M,46,0 days 16:55:34,5.908
1216,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,126898,M,42,0 days 16:58:14,5.893
1217,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,863235,M,39,0 days 16:59:35,5.885
1218,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35528,F,61,0 days 17:03:05,5.865
1219,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23372,M,34,0 days 17:04:34,5.856
1220,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,383601,M,51,0 days 17:06:37,5.844
1221,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,39422,F,64,0 days 17:08:03,5.836
1222,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,119483,M,48,0 days 17:15:21,5.795
1223,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,55267,M,47,0 days 17:16:31,5.789
1224,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,340290,M,41,0 days 17:16:54,5.786
1225,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,115050,M,42,0 days 17:27:12,5.73
1226,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868966,M,28,0 days 17:28:35,5.722
1227,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868967,M,42,0 days 17:28:36,5.722
1228,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,366897,F,47,0 days 17:28:58,5.72
1229,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,75741,M,54,0 days 17:29:59,5.714
1230,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,369468,F,46,0 days 17:39:05,5.665
1231,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,55275,F,58,0 days 17:40:37,5.657
1232,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68231,M,46,0 days 17:43:38,5.641
1233,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68121,M,54,0 days 17:44:52,5.635
1234,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,660162,F,52,0 days 17:46:45,5.625
1235,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23329,M,59,0 days 17:46:46,5.624
1236,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68259,M,40,0 days 17:48:37,5.615
1237,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,814690,M,34,0 days 17:54:24,5.585
1238,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,333161,M,57,0 days 18:03:39,5.537
1239,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,333164,M,64,0 days 18:03:41,5.537
1240,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68203,M,57,0 days 18:10:06,5.504
1241,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,286284,F,44,0 days 18:10:41,5.501
1242,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,31265,M,37,0 days 18:10:41,5.501
1243,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,44150,M,49,0 days 18:12:41,5.491
1244,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,74584,M,47,0 days 18:15:53,5.475
1245,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,374632,F,45,0 days 18:24:44,5.431
1246,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23334,M,53,0 days 18:26:49,5.421
1247,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68126,F,42,0 days 18:26:57,5.42
1248,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,38930,M,39,0 days 18:33:05,5.39
1249,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,27539,M,48,0 days 18:35:26,5.379
1250,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,807378,M,52,0 days 18:36:23,5.374
1251,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,245480,M,62,0 days 18:38:47,5.363
1252,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,818344,F,29,0 days 18:38:53,5.362
1253,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,838255,F,33,0 days 18:38:54,5.362
1254,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,37398,F,41,0 days 18:47:39,5.321
1255,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,774213,M,54,0 days 18:48:26,5.317
1256,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,820468,M,26,0 days 18:50:15,5.309
1257,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68116,M,49,0 days 18:50:15,5.309
1258,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,109375,F,48,0 days 18:51:02,5.305
1259,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,295989,M,43,0 days 18:55:49,5.283
1260,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,347338,F,36,0 days 18:57:14,5.276
1261,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,814687,M,31,0 days 18:59:18,5.266
1262,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868968,M,47,0 days 19:14:54,5.195
1263,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,660192,F,34,0 days 19:27:12,5.141
1264,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,37343,M,64,0 days 19:29:01,5.133
1265,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868969,F,40,0 days 19:31:49,5.12
1266,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,826675,F,27,0 days 19:36:01,5.102
1267,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35565,F,57,0 days 19:36:42,5.099
1268,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,814685,M,63,0 days 19:40:11,5.084
1269,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,692438,F,47,0 days 19:41:29,5.078
1270,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,849213,M,47,0 days 19:46:16,5.058
1271,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68267,M,33,0 days 19:48:30,5.048
1272,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,853160,M,42,0 days 19:55:36,5.018
1273,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35520,M,60,0 days 20:00:48,4.997
1274,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23336,M,68,0 days 20:03:17,4.986
1275,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,55286,F,60,0 days 20:03:41,4.985
1276,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,311581,F,35,0 days 20:06:16,4.974
1277,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,731640,F,31,0 days 20:06:20,4.974
1278,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,52000,M,58,0 days 20:10:13,4.958
1279,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,823813,F,53,0 days 20:23:30,4.904
1280,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68257,F,48,0 days 20:29:51,4.879
1281,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,814644,M,38,0 days 20:31:23,4.873
1282,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,519933,M,48,0 days 20:41:14,4.834
1283,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,868970,F,26,0 days 20:50:47,4.797
1284,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,798487,M,33,0 days 20:50:47,4.797
1285,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,650315,F,44,0 days 20:56:46,4.774
1286,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,51955,M,45,0 days 21:12:52,4.714
1287,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,863917,M,44,0 days 21:13:08,4.713
1288,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,35526,F,40,0 days 21:26:12,4.665
1289,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,347324,M,39,0 days 21:38:44,4.62
1290,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68086,M,53,0 days 21:41:14,4.611
1291,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,23402,M,62,0 days 22:08:13,4.517
1292,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,62787,M,42,0 days 22:08:29,4.516
1293,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,847035,M,38,0 days 22:13:07,4.501
1294,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68105,F,58,0 days 22:13:08,4.501
1295,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,49200,F,56,0 days 22:22:58,4.468
1296,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,68138,F,41,0 days 22:25:02,4.461
1297,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,51914,M,55,0 days 22:41:15,4.408
1298,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,685901,M,32,0 days 23:02:03,4.341
1299,09.01.2021,Bandera 100 km Endurance Run (USA),100km,293,421728,F,53,0 days 23:49:09,4.198
1300,12.06.2021,Free State Trail 100 km Run (USA),100km,3,39361,M,43,0 days 13:06:23,7.63
1301,12.06.2021,Free State Trail 100 km Run (USA),100km,3,988,M,33,0 days 13:30:37,7.402
1302,12.06.2021,Free State Trail 100 km Run (USA),100km,3,844157,M,30,0 days 15:54:11,6.288
1303,12.-13.06.2021,Lumberjack Endurance 100 km Run (USA),100km,5,25618,M,34,0 days 11:17:00,8.863
1304,12.-13.06.2021,Lumberjack Endurance 100 km Run (USA),100km,5,67898,M,48,0 days 15:22:00,6.508
1305,12.-13.06.2021,Lumberjack Endurance 100 km Run (USA),100km,5,454791,F,44,0 days 20:12:00,4.95
1306,12.-13.06.2021,Lumberjack Endurance 100 km Run (USA),100km,5,555463,F,40,0 days 20:12:00,4.95
1307,12.-13.06.2021,Lumberjack Endurance 100 km Run (USA),100km,5,148194,M,43,0 days 20:29:00,4.882
1308,05.-06.06.2021,Hell Hole Hundred 100 Km Night Run (USA),100km,2,735136,M,57,0 days 17:51:28,5.6
1309,05.-06.06.2021,Hell Hole Hundred 100 Km Night Run (USA),100km,2,809673,M,51,0 days 18:22:32,5.442
1310,05.-06.06.2021,Hell Hole Hundred 100 Km (USA),100km,1,861997,M,29,0 days 15:01:36,6.655
1311,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,348478,M,39,0 days 11:19:51,8.825
1312,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168282,M,48,0 days 11:58:55,8.346
1313,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,62737,M,39,0 days 12:13:28,8.18
1314,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,180221,F,39,0 days 12:21:51,8.088
1315,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,54120,M,52,0 days 12:36:21,7.933
1316,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871682,F,43,0 days 12:44:22,7.85
1317,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,396245,M,56,0 days 12:53:42,7.755
1318,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,348484,F,46,0 days 13:05:54,7.635
1319,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,863967,F,25,0 days 13:08:13,7.612
1320,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,50453,M,41,0 days 13:17:27,7.524
1321,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,334953,M,55,0 days 13:33:26,7.376
1322,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168250,M,43,0 days 14:03:03,7.117
1323,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871683,M,27,0 days 14:05:47,7.094
1324,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,801341,M,49,0 days 14:23:29,6.949
1325,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,294293,F,51,0 days 14:30:01,6.896
1326,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,51090,M,48,0 days 14:38:03,6.833
1327,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,682839,F,37,0 days 14:39:10,6.825
1328,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,682840,F,58,0 days 14:39:10,6.825
1329,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,661641,M,58,0 days 14:42:57,6.795
1330,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168353,F,38,0 days 14:43:20,6.792
1331,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,19248,M,59,0 days 14:44:16,6.785
1332,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,223211,M,42,0 days 14:55:18,6.702
1333,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,348017,F,54,0 days 15:17:55,6.537
1334,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,72190,M,65,0 days 15:17:57,6.536
1335,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,838423,F,42,0 days 15:18:24,6.533
1336,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,753809,F,43,0 days 15:30:12,6.45
1337,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,221164,F,39,0 days 15:42:53,6.363
1338,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,490289,M,34,0 days 15:43:50,6.357
1339,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,345668,M,33,0 days 15:45:08,6.348
1340,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,862093,M,45,0 days 15:53:14,6.294
1341,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,856312,F,45,0 days 15:56:36,6.272
1342,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,301296,M,65,0 days 16:02:03,6.237
1343,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,738175,M,43,0 days 16:14:01,6.16
1344,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,213647,M,62,0 days 16:27:13,6.078
1345,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,175182,F,43,0 days 16:32:14,6.047
1346,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871684,M,35,0 days 16:32:14,6.047
1347,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871685,M,52,0 days 16:32:58,6.042
1348,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871686,M,32,0 days 16:35:15,6.029
1349,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871687,F,33,0 days 16:35:15,6.029
1350,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,676783,M,51,0 days 16:44:38,5.972
1351,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,655665,M,54,0 days 17:00:30,5.879
1352,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871688,F,31,0 days 17:00:32,5.879
1353,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,595129,M,43,0 days 17:05:17,5.852
1354,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,367420,F,64,0 days 17:12:06,5.813
1355,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,367323,M,73,0 days 17:12:10,5.813
1356,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,856313,F,41,0 days 17:16:21,5.79
1357,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,73268,M,66,0 days 17:19:57,5.77
1358,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732410,M,38,0 days 17:20:03,5.769
1359,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,62774,M,52,0 days 17:21:35,5.76
1360,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871689,F,48,0 days 17:22:19,5.756
1361,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,444006,M,61,0 days 17:26:37,5.733
1362,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,522779,F,42,0 days 17:26:57,5.731
1363,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,341059,M,74,0 days 17:47:47,5.619
1364,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,607098,M,27,0 days 17:51:37,5.599
1365,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,522761,M,51,0 days 17:52:42,5.593
1366,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,534483,F,46,0 days 17:54:29,5.584
1367,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871690,M,38,0 days 17:56:39,5.573
1368,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,788971,F,40,0 days 17:57:14,5.57
1369,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732447,F,35,0 days 17:57:15,5.57
1370,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871691,M,43,0 days 17:57:54,5.566
1371,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,440151,M,51,0 days 17:58:56,5.561
1372,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,595111,F,50,0 days 18:11:17,5.498
1373,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,39551,F,60,0 days 18:15:32,5.477
1374,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871692,M,44,0 days 18:17:08,5.469
1375,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732405,M,65,0 days 18:37:32,5.369
1376,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,72263,M,53,0 days 18:53:24,5.294
1377,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168259,F,38,0 days 18:58:23,5.271
1378,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,577089,M,52,0 days 19:04:49,5.241
1379,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871693,M,44,0 days 19:12:24,5.207
1380,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,615107,F,46,0 days 19:13:15,5.203
1381,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,12499,M,46,0 days 19:20:22,5.171
1382,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,521071,M,45,0 days 19:23:11,5.158
1383,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732457,M,56,0 days 19:36:03,5.102
1384,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,198394,F,53,0 days 19:43:40,5.069
1385,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,863389,F,46,0 days 20:00:58,4.996
1386,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168374,F,51,0 days 20:02:51,4.988
1387,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,27654,M,71,0 days 20:14:07,4.942
1388,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871694,M,54,0 days 20:32:54,4.867
1389,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,480195,M,60,0 days 20:34:15,4.861
1390,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,133132,M,58,0 days 20:34:16,4.861
1391,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732406,F,62,0 days 20:53:01,4.788
1392,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168263,F,41,0 days 20:55:34,4.779
1393,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168342,F,44,0 days 21:06:04,4.739
1394,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,732421,F,33,0 days 21:07:53,4.732
1395,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,579444,F,62,0 days 21:24:29,4.671
1396,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168278,M,60,0 days 22:27:00,4.454
1397,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168455,F,36,0 days 22:31:22,4.44
1398,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168454,M,60,0 days 22:31:22,4.44
1399,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,168265,F,60,0 days 22:31:23,4.44
1400,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,795680,F,32,0 days 23:42:50,4.217
1401,05.-06.06.2021,Eagle Up Ultra 100 Km (USA),100km,91,871695,F,40,0 days 23:42:50,4.217
1402,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,848705,M,28,0 days 12:21:00,8.097
1403,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,665485,M,23,0 days 13:08:53,7.606
1404,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,614555,F,38,0 days 13:23:06,7.471
1405,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,860157,M,22,0 days 13:29:39,7.411
1406,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,858343,M,37,0 days 13:46:05,7.263
1407,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,34266,M,36,0 days 14:10:52,7.052
1408,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,133164,M,30,0 days 14:25:17,6.934
1409,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,482631,M,44,0 days 14:39:15,6.824
1410,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,701880,M,34,0 days 14:48:31,6.753
1411,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,102940,M,45,0 days 15:00:56,6.66
1412,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,125870,M,32,0 days 15:39:01,6.39
1413,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,207512,M,46,0 days 16:02:42,6.232
1414,05.06.2021,Worlds End Ultramarathon 100K (USA),100km,64,651906,F,30,0 days 16:06:28,6.208
